gene,fake
LOC649613,Gene 17388
LOC649616,Gene 17389
LOC649618,Gene 17390
LOC649620,Gene 17391
LOC649632,Gene 17392
LOC649635,Gene 17393
LOC649639,Gene 17394
LOC649641,Gene 17395
LOC649652,Gene 17396
LOC649659,Gene 17397
LOC649660,Gene 17398
LOC649661,Gene 17399
LOC649667,Gene 17400
LOC649676,Gene 17401
LOC649679,Gene 17402
LOC649680,Gene 17403
LOC649683,Gene 17404
LOC649686,Gene 17405
LOC649700,Gene 17406
LOC649701,Gene 17407
LOC649702,Gene 17408
LOC649703,Gene 17409
LOC649707,Gene 17410
LOC649711,Gene 17411
LOC649712,Gene 17412
LOC649722,Gene 17413
LOC649723,Gene 17414
LOC649738,Gene 17415
LOC649745,Gene 17416
LOC649747,Gene 17417
LOC649749,Gene 17418
LOC649752,Gene 17419
LOC649754,Gene 17420
LOC649757,Gene 17421
LOC649762,Gene 17422
LOC649765,Gene 17423
LOC649768,Gene 17424
LOC649770,Gene 17425
LOC649771,Gene 17426
LOC649773,Gene 17427
LOC649775,Gene 17428
LOC649783,Gene 17429
LOC649784,Gene 17430
LOC649800,Gene 17431
LOC649801,Gene 17432
LOC649804,Gene 17433
LOC649812,Gene 17434
LOC649813,Gene 17435
LOC649817,Gene 17436
LOC649821,Gene 17437
LOC649823,Gene 17438
LOC649826,Gene 17439
LOC649839,Gene 17440
LOC649841,Gene 17441
LOC649848,Gene 17442
LOC649851,Gene 17443
LOC649853,Gene 17444
LOC649856,Gene 17445
LOC649857,Gene 17446
LOC649858,Gene 17447
LOC649859,Gene 17448
LOC649864,Gene 17449
LOC649873,Gene 17450
LOC649878,Gene 17451
LOC649886,Gene 17452
LOC649887,Gene 17453
LOC649891,Gene 17454
LOC649896,Gene 17455
LOC649897,Gene 17456
LOC649902,Gene 17457
LOC649903,Gene 17458
LOC649905,Gene 17459
LOC649908,Gene 17460
LOC649909,Gene 17461
LOC649910,Gene 17462
LOC649917,Gene 17463
LOC649921,Gene 17464
LOC649923,Gene 17465
LOC649926,Gene 17466
LOC649935,Gene 17467
LOC649937,Gene 17468
LOC649940,Gene 17469
LOC649941,Gene 17470
LOC649942,Gene 17471
LOC649944,Gene 17472
LOC649945,Gene 17473
LOC649946,Gene 17474
LOC649947,Gene 17475
LOC649948,Gene 17476
LOC649951,Gene 17477
LOC649952,Gene 17478
LOC649956,Gene 17479
LOC649957,Gene 17480
LOC649963,Gene 17481
LOC649965,Gene 17482
LOC649967,Gene 17483
LOC649970,Gene 17484
LOC649971,Gene 17485
LOC649974,Gene 17486
LOC649975,Gene 17487
LOC649977,Gene 17488
LOC649978,Gene 17489
LOC649979,Gene 17490
LOC649984,Gene 17491
LOC649987,Gene 17492
LOC649990,Gene 17493
LOC649991,Gene 17494
LOC649993,Gene 17495
LOC649999,Gene 17496
LOC650003,Gene 17497
LOC650005,Gene 17498
LOC650006,Gene 17499
LOC650008,Gene 17500
LOC650009,Gene 17501
LOC650010,Gene 17502
LOC650013,Gene 17503
LOC650014,Gene 17504
LOC650020,Gene 17505
LOC650024,Gene 17506
LOC650028,Gene 17507
LOC650029,Gene 17508
LOC650030,Gene 17509
LOC650034,Gene 17510
LOC650036,Gene 17511
LOC650037,Gene 17512
LOC650038,Gene 17513
LOC650040,Gene 17514
LOC650058,Gene 17515
LOC650061,Gene 17516
LOC650062,Gene 17517
LOC650074,Gene 17518
LOC650076,Gene 17519
LOC650087,Gene 17520
LOC650095,Gene 17521
LOC650098,Gene 17522
LOC650103,Gene 17523
LOC650107,Gene 17524
LOC650111,Gene 17525
LOC650114,Gene 17526
LOC650116,Gene 17527
LOC650118,Gene 17528
LOC650120,Gene 17529
LOC650122,Gene 17530
LOC650128,Gene 17531
LOC650132,Gene 17532
LOC650137,Gene 17533
LOC650140,Gene 17534
LOC650144,Gene 17535
LOC650146,Gene 17536
LOC650147,Gene 17537
LOC650148,Gene 17538
LOC650151,Gene 17539
LOC650152,Gene 17540
LOC650154,Gene 17541
LOC650155,Gene 17542
LOC650157,Gene 17543
LOC650159,Gene 17544
LOC650162,Gene 17545
LOC650167,Gene 17546
LOC650174,Gene 17547
LOC650177,Gene 17548
LOC650180,Gene 17549
LOC650185,Gene 17550
LOC650187,Gene 17551
LOC650188,Gene 17552
LOC650193,Gene 17553
LOC650195,Gene 17554
LOC650200,Gene 17555
LOC650203,Gene 17556
LOC650210,Gene 17557
LOC650212,Gene 17558
LOC650214,Gene 17559
LOC650215,Gene 17560
LOC650217,Gene 17561
LOC650227,Gene 17562
LOC650235,Gene 17563
LOC650236,Gene 17564
LOC650238,Gene 17565
LOC650239,Gene 17566
LOC650241,Gene 17567
LOC650243,Gene 17568
LOC650247,Gene 17569
LOC650251,Gene 17570
LOC650253,Gene 17571
LOC650254,Gene 17572
LOC650256,Gene 17573
LOC650257,Gene 17574
LOC650261,Gene 17575
LOC650262,Gene 17576
LOC650263,Gene 17577
LOC650268,Gene 17578
LOC650274,Gene 17579
LOC650276,Gene 17580
LOC650278,Gene 17581
LOC650280,Gene 17582
LOC650285,Gene 17583
LOC650293,Gene 17584
LOC650295,Gene 17585
LOC650296,Gene 17586
LOC650298,Gene 17587
LOC650311,Gene 17588
LOC650314,Gene 17589
LOC650321,Gene 17590
LOC650323,Gene 17591
LOC650325,Gene 17592
LOC650329,Gene 17593
LOC650330,Gene 17594
LOC650339,Gene 17595
LOC650341,Gene 17596
LOC650342,Gene 17597
LOC650346,Gene 17598
LOC650354,Gene 17599
LOC650361,Gene 17600
LOC650363,Gene 17601
LOC650368,Gene 17602
LOC650369,Gene 17603
LOC650373,Gene 17604
LOC650387,Gene 17605
LOC650390,Gene 17606
LOC650392,Gene 17607
LOC650399,Gene 17608
LOC650405,Gene 17609
LOC650406,Gene 17610
LOC650407,Gene 17611
LOC650410,Gene 17612
LOC650412,Gene 17613
LOC650418,Gene 17614
LOC650422,Gene 17615
LOC650427,Gene 17616
LOC650428,Gene 17617
LOC650429,Gene 17618
LOC650433,Gene 17619
LOC650436,Gene 17620
LOC650439,Gene 17621
LOC650454,Gene 17622
LOC650455,Gene 17623
LOC650457,Gene 17624
LOC650458,Gene 17625
LOC650459,Gene 17626
LOC650463,Gene 17627
LOC650465,Gene 17628
LOC650468,Gene 17629
LOC650475,Gene 17630
LOC650482,Gene 17631
LOC650488,Gene 17632
LOC650491,Gene 17633
LOC650494,Gene 17634
LOC650496,Gene 17635
LOC650498,Gene 17636
LOC650509,Gene 17637
LOC650515,Gene 17638
LOC650517,Gene 17639
LOC650518,Gene 17640
LOC650520,Gene 17641
LOC650526,Gene 17642
LOC650528,Gene 17643
LOC650534,Gene 17644
LOC650538,Gene 17645
LOC650543,Gene 17646
LOC650546,Gene 17647
LOC650548,Gene 17648
LOC650549,Gene 17649
LOC650553,Gene 17650
LOC650556,Gene 17651
LOC650557,Gene 17652
LOC650561,Gene 17653
LOC650562,Gene 17654
LOC650566,Gene 17655
LOC650568,Gene 17656
LOC650577,Gene 17657
LOC650580,Gene 17658
LOC650584,Gene 17659
LOC650594,Gene 17660
LOC650599,Gene 17661
LOC650611,Gene 17662
LOC650612,Gene 17663
LOC650620,Gene 17664
LOC650621,Gene 17665
LOC650628,Gene 17666
LOC650631,Gene 17667
LOC650632,Gene 17668
LOC650634,Gene 17669
LOC650638,Gene 17670
LOC650646,Gene 17671
LOC650651,Gene 17672
LOC650656,Gene 17673
LOC650657,Gene 17674
LOC650659,Gene 17675
LOC650668,Gene 17676
LOC650673,Gene 17677
LOC650677,Gene 17678
LOC650678,Gene 17679
LOC650680,Gene 17680
LOC650681,Gene 17681
LOC650683,Gene 17682
LOC650684,Gene 17683
LOC650686,Gene 17684
LOC650687,Gene 17685
LOC650689,Gene 17686
LOC650695,Gene 17687
LOC650698,Gene 17688
LOC650706,Gene 17689
LOC650708,Gene 17690
LOC650712,Gene 17691
LOC650713,Gene 17692
LOC650716,Gene 17693
LOC650717,Gene 17694
LOC650721,Gene 17695
LOC650724,Gene 17696
LOC650733,Gene 17697
LOC650737,Gene 17698
LOC650739,Gene 17699
LOC650744,Gene 17700
LOC650747,Gene 17701
LOC650749,Gene 17702
LOC650751,Gene 17703
LOC650755,Gene 17704
LOC650757,Gene 17705
LOC650759,Gene 17706
LOC650761,Gene 17707
LOC650767,Gene 17708
LOC650770,Gene 17709
LOC650771,Gene 17710
LOC650776,Gene 17711
LOC650780,Gene 17712
LOC650781,Gene 17713
LOC650787,Gene 17714
LOC650788,Gene 17715
LOC650794,Gene 17716
LOC650795,Gene 17717
LOC650796,Gene 17718
LOC650799,Gene 17719
LOC650803,Gene 17720
LOC650804,Gene 17721
LOC650810,Gene 17722
LOC650812,Gene 17723
LOC650815,Gene 17724
LOC650822,Gene 17725
LOC650823,Gene 17726
LOC650826,Gene 17727
LOC650830,Gene 17728
LOC650831,Gene 17729
LOC650832,Gene 17730
LOC650834,Gene 17731
LOC650836,Gene 17732
LOC650840,Gene 17733
LOC650841,Gene 17734
LOC650843,Gene 17735
LOC650845,Gene 17736
LOC650846,Gene 17737
LOC650849,Gene 17738
LOC650850,Gene 17739
LOC650851,Gene 17740
LOC650852,Gene 17741
LOC650853,Gene 17742
LOC650860,Gene 17743
LOC650861,Gene 17744
LOC650862,Gene 17745
LOC650867,Gene 17746
LOC650869,Gene 17747
LOC650874,Gene 17748
LOC650879,Gene 17749
LOC650881,Gene 17750
LOC650883,Gene 17751
LOC650885,Gene 17752
LOC650887,Gene 17753
LOC650889,Gene 17754
LOC650898,Gene 17755
LOC650901,Gene 17756
LOC650905,Gene 17757
LOC650909,Gene 17758
LOC650914,Gene 17759
LOC650919,Gene 17760
LOC650921,Gene 17761
LOC650922,Gene 17762
LOC650924,Gene 17763
LOC650930,Gene 17764
LOC650933,Gene 17765
LOC650938,Gene 17766
LOC650942,Gene 17767
LOC650943,Gene 17768
LOC650950,Gene 17769
LOC650961,Gene 17770
LOC650965,Gene 17771
LOC650968,Gene 17772
LOC650975,Gene 17773
LOC650976,Gene 17774
LOC650977,Gene 17775
LOC650985,Gene 17776
LOC650990,Gene 17777
LOC650995,Gene 17778
LOC651004,Gene 17779
LOC651006,Gene 17780
LOC651007,Gene 17781
LOC651008,Gene 17782
LOC651012,Gene 17783
LOC651017,Gene 17784
LOC651022,Gene 17785
LOC651029,Gene 17786
LOC651031,Gene 17787
LOC651040,Gene 17788
LOC651044,Gene 17789
LOC651051,Gene 17790
LOC651055,Gene 17791
LOC651059,Gene 17792
LOC651060,Gene 17793
LOC651062,Gene 17794
LOC651064,Gene 17795
LOC651065,Gene 17796
LOC651073,Gene 17797
LOC651075,Gene 17798
LOC651079,Gene 17799
LOC651091,Gene 17800
LOC651096,Gene 17801
LOC651100,Gene 17802
LOC651101,Gene 17803
LOC651102,Gene 17804
LOC651112,Gene 17805
LOC651113,Gene 17806
LOC651115,Gene 17807
LOC651116,Gene 17808
LOC651118,Gene 17809
LOC651122,Gene 17810
LOC651123,Gene 17811
LOC651125,Gene 17812
LOC651126,Gene 17813
LOC651128,Gene 17814
LOC651131,Gene 17815
LOC651133,Gene 17816
LOC651137,Gene 17817
LOC651140,Gene 17818
LOC651141,Gene 17819
LOC651143,Gene 17820
LOC651149,Gene 17821
LOC651150,Gene 17822
LOC651158,Gene 17823
LOC651166,Gene 17824
LOC651167,Gene 17825
LOC651169,Gene 17826
LOC651175,Gene 17827
LOC651177,Gene 17828
LOC651186,Gene 17829
LOC651189,Gene 17830
LOC651192,Gene 17831
LOC651195,Gene 17832
LOC651196,Gene 17833
LOC651197,Gene 17834
LOC651198,Gene 17835
LOC651202,Gene 17836
LOC651208,Gene 17837
LOC651212,Gene 17838
LOC651213,Gene 17839
LOC651219,Gene 17840
LOC651231,Gene 17841
LOC651249,Gene 17842
LOC651268,Gene 17843
LOC651272,Gene 17844
LOC651280,Gene 17845
LOC651285,Gene 17846
LOC651286,Gene 17847
LOC651287,Gene 17848
LOC651289,Gene 17849
LOC651291,Gene 17850
LOC651293,Gene 17851
LOC651296,Gene 17852
LOC651301,Gene 17853
LOC651302,Gene 17854
LOC651308,Gene 17855
LOC651309,Gene 17856
LOC651311,Gene 17857
LOC651314,Gene 17858
LOC651315,Gene 17859
LOC651316,Gene 17860
LOC651319,Gene 17861
LOC651324,Gene 17862
LOC651326,Gene 17863
LOC651333,Gene 17864
LOC651337,Gene 17865
LOC651341,Gene 17866
LOC651344,Gene 17867
LOC651345,Gene 17868
LOC651353,Gene 17869
LOC651357,Gene 17870
LOC651361,Gene 17871
LOC651362,Gene 17872
LOC651371,Gene 17873
LOC651373,Gene 17874
LOC651380,Gene 17875
LOC651381,Gene 17876
LOC651386,Gene 17877
LOC651390,Gene 17878
LOC651397,Gene 17879
LOC651398,Gene 17880
LOC651400,Gene 17881
LOC651401,Gene 17882
LOC651403,Gene 17883
LOC651404,Gene 17884
LOC651407,Gene 17885
LOC651410,Gene 17886
LOC651427,Gene 17887
LOC651429,Gene 17888
LOC651430,Gene 17889
LOC651436,Gene 17890
LOC651441,Gene 17891
LOC651450,Gene 17892
LOC651452,Gene 17893
LOC651453,Gene 17894
LOC651454,Gene 17895
LOC651463,Gene 17896
LOC651465,Gene 17897
LOC651467,Gene 17898
LOC651468,Gene 17899
LOC651476,Gene 17900
LOC651481,Gene 17901
LOC651483,Gene 17902
LOC651493,Gene 17903
LOC651495,Gene 17904
LOC651503,Gene 17905
LOC651506,Gene 17906
LOC651511,Gene 17907
LOC651513,Gene 17908
LOC651515,Gene 17909
LOC651520,Gene 17910
LOC651524,Gene 17911
LOC651530,Gene 17912
LOC651536,Gene 17913
LOC651537,Gene 17914
LOC651546,Gene 17915
LOC651552,Gene 17916
LOC651553,Gene 17917
LOC651554,Gene 17918
LOC651556,Gene 17919
LOC651558,Gene 17920
LOC651561,Gene 17921
LOC651562,Gene 17922
LOC651565,Gene 17923
LOC651568,Gene 17924
LOC651575,Gene 17925
LOC651576,Gene 17926
LOC651577,Gene 17927
LOC651578,Gene 17928
LOC651580,Gene 17929
LOC651581,Gene 17930
LOC651586,Gene 17931
LOC651589,Gene 17932
LOC651597,Gene 17933
LOC651603,Gene 17934
LOC651609,Gene 17935
LOC651610,Gene 17936
LOC651612,Gene 17937
LOC651614,Gene 17938
LOC651617,Gene 17939
LOC651619,Gene 17940
LOC651621,Gene 17941
LOC651624,Gene 17942
LOC651630,Gene 17943
LOC651635,Gene 17944
LOC651638,Gene 17945
LOC651643,Gene 17946
LOC651647,Gene 17947
LOC651648,Gene 17948
LOC651655,Gene 17949
LOC651659,Gene 17950
LOC651668,Gene 17951
LOC651675,Gene 17952
LOC651680,Gene 17953
LOC651686,Gene 17954
LOC651694,Gene 17955
LOC651695,Gene 17956
LOC651697,Gene 17957
LOC651701,Gene 17958
LOC651704,Gene 17959
LOC651709,Gene 17960
LOC651711,Gene 17961
LOC651713,Gene 17962
LOC651714,Gene 17963
LOC651721,Gene 17964
LOC651723,Gene 17965
LOC651728,Gene 17966
LOC651729,Gene 17967
LOC651730,Gene 17968
LOC651731,Gene 17969
LOC651732,Gene 17970
LOC651738,Gene 17971
LOC651741,Gene 17972
LOC651745,Gene 17973
LOC651746,Gene 17974
LOC651747,Gene 17975
LOC651751,Gene 17976
LOC651752,Gene 17977
LOC651754,Gene 17978
LOC651758,Gene 17979
LOC651760,Gene 17980
LOC651763,Gene 17981
LOC651769,Gene 17982
LOC651771,Gene 17983
LOC651772,Gene 17984
LOC651774,Gene 17985
LOC651777,Gene 17986
LOC651787,Gene 17987
LOC651789,Gene 17988
LOC651790,Gene 17989
LOC651794,Gene 17990
LOC651807,Gene 17991
LOC651808,Gene 17992
LOC651809,Gene 17993
LOC651816,Gene 17994
LOC651820,Gene 17995
LOC651821,Gene 17996
LOC651825,Gene 17997
LOC651829,Gene 17998
LOC651830,Gene 17999
LOC651834,Gene 18000
LOC651842,Gene 18001
LOC651845,Gene 18002
LOC651848,Gene 18003
LOC651849,Gene 18004
LOC651850,Gene 18005
LOC651859,Gene 18006
LOC651860,Gene 18007
LOC651861,Gene 18008
LOC651864,Gene 18009
LOC651868,Gene 18010
LOC651872,Gene 18011
LOC651876,Gene 18012
LOC651881,Gene 18013
LOC651886,Gene 18014
LOC651892,Gene 18015
LOC651894,Gene 18016
LOC651896,Gene 18017
LOC651898,Gene 18018
LOC651900,Gene 18019
LOC651905,Gene 18020
LOC651907,Gene 18021
LOC651914,Gene 18022
LOC651916,Gene 18023
LOC651919,Gene 18024
LOC651921,Gene 18025
LOC651923,Gene 18026
LOC651933,Gene 18027
LOC651936,Gene 18028
LOC651951,Gene 18029
LOC651952,Gene 18030
LOC651957,Gene 18031
LOC651959,Gene 18032
LOC651961,Gene 18033
LOC651963,Gene 18034
LOC651965,Gene 18035
LOC651966,Gene 18036
LOC651968,Gene 18037
LOC651974,Gene 18038
LOC651979,Gene 18039
LOC651986,Gene 18040
LOC651987,Gene 18041
LOC651991,Gene 18042
LOC651997,Gene 18043
LOC652000,Gene 18044
LOC652002,Gene 18045
LOC652003,Gene 18046
LOC652009,Gene 18047
LOC652011,Gene 18048
LOC652015,Gene 18049
LOC652022,Gene 18050
LOC652030,Gene 18051
LOC652034,Gene 18052
LOC652038,Gene 18053
LOC652043,Gene 18054
LOC652044,Gene 18055
LOC652045,Gene 18056
LOC652046,Gene 18057
LOC652048,Gene 18058
LOC652049,Gene 18059
LOC652051,Gene 18060
LOC652054,Gene 18061
LOC652062,Gene 18062
LOC652065,Gene 18063
LOC652067,Gene 18064
LOC652068,Gene 18065
LOC652070,Gene 18066
LOC652071,Gene 18067
LOC652076,Gene 18068
LOC652077,Gene 18069
LOC652078,Gene 18070
LOC652080,Gene 18071
LOC652082,Gene 18072
LOC652086,Gene 18073
LOC652094,Gene 18074
LOC652097,Gene 18075
LOC652100,Gene 18076
LOC652101,Gene 18077
LOC652102,Gene 18078
LOC652111,Gene 18079
LOC652113,Gene 18080
LOC652115,Gene 18081
LOC652119,Gene 18082
LOC652126,Gene 18083
LOC652127,Gene 18084
LOC652128,Gene 18085
LOC652134,Gene 18086
LOC652139,Gene 18087
LOC652140,Gene 18088
LOC652141,Gene 18089
LOC652142,Gene 18090
LOC652147,Gene 18091
LOC652148,Gene 18092
LOC652150,Gene 18093
LOC652152,Gene 18094
LOC652153,Gene 18095
LOC652155,Gene 18096
LOC652156,Gene 18097
LOC652160,Gene 18098
LOC652161,Gene 18099
LOC652163,Gene 18100
LOC652164,Gene 18101
LOC652168,Gene 18102
LOC652173,Gene 18103
LOC652175,Gene 18104
LOC652179,Gene 18105
LOC652183,Gene 18106
LOC652184,Gene 18107
LOC652185,Gene 18108
LOC652190,Gene 18109
LOC652191,Gene 18110
LOC652195,Gene 18111
LOC652197,Gene 18112
LOC652200,Gene 18113
LOC652202,Gene 18114
LOC652203,Gene 18115
LOC652204,Gene 18116
LOC652209,Gene 18117
LOC652211,Gene 18118
LOC652213,Gene 18119
LOC652215,Gene 18120
LOC652216,Gene 18121
LOC652217,Gene 18122
LOC652222,Gene 18123
LOC652224,Gene 18124
LOC652226,Gene 18125
LOC652227,Gene 18126
LOC652231,Gene 18127
LOC652233,Gene 18128
LOC652234,Gene 18129
LOC652235,Gene 18130
LOC652238,Gene 18131
LOC652242,Gene 18132
LOC652246,Gene 18133
LOC652251,Gene 18134
LOC652252,Gene 18135
LOC652255,Gene 18136
LOC652256,Gene 18137
LOC652258,Gene 18138
LOC652259,Gene 18139
LOC652260,Gene 18140
LOC652264,Gene 18141
LOC652265,Gene 18142
LOC652271,Gene 18143
LOC652272,Gene 18144
LOC652274,Gene 18145
LOC652276,Gene 18146
LOC652278,Gene 18147
LOC652281,Gene 18148
LOC652282,Gene 18149
LOC652286,Gene 18150
LOC652287,Gene 18151
LOC652288,Gene 18152
LOC652290,Gene 18153
LOC652291,Gene 18154
LOC652292,Gene 18155
LOC652294,Gene 18156
LOC652298,Gene 18157
LOC652300,Gene 18158
LOC652305,Gene 18159
LOC652317,Gene 18160
LOC652322,Gene 18161
LOC652324,Gene 18162
LOC652326,Gene 18163
LOC652327,Gene 18164
LOC652330,Gene 18165
LOC652331,Gene 18166
LOC652335,Gene 18167
LOC652341,Gene 18168
LOC652342,Gene 18169
LOC652344,Gene 18170
LOC652346,Gene 18171
LOC652349,Gene 18172
LOC652350,Gene 18173
LOC652353,Gene 18174
LOC652354,Gene 18175
LOC652355,Gene 18176
LOC652357,Gene 18177
LOC652367,Gene 18178
LOC652368,Gene 18179
LOC652369,Gene 18180
LOC652373,Gene 18181
LOC652377,Gene 18182
LOC652379,Gene 18183
LOC652383,Gene 18184
LOC652388,Gene 18185
LOC652389,Gene 18186
LOC652392,Gene 18187
LOC652396,Gene 18188
LOC652400,Gene 18189
LOC652401,Gene 18190
LOC652404,Gene 18191
LOC652405,Gene 18192
LOC652408,Gene 18193
LOC652416,Gene 18194
LOC652417,Gene 18195
LOC652418,Gene 18196
LOC652424,Gene 18197
LOC652427,Gene 18198
LOC652433,Gene 18199
LOC652435,Gene 18200
LOC652436,Gene 18201
LOC652437,Gene 18202
LOC652438,Gene 18203
LOC652439,Gene 18204
LOC652441,Gene 18205
LOC652448,Gene 18206
LOC652450,Gene 18207
LOC652451,Gene 18208
LOC652453,Gene 18209
LOC652454,Gene 18210
LOC652455,Gene 18211
LOC652456,Gene 18212
LOC652458,Gene 18213
LOC652460,Gene 18214
LOC652463,Gene 18215
LOC652466,Gene 18216
LOC652468,Gene 18217
LOC652469,Gene 18218
LOC652470,Gene 18219
LOC652471,Gene 18220
LOC652472,Gene 18221
LOC652476,Gene 18222
LOC652479,Gene 18223
LOC652481,Gene 18224
LOC652483,Gene 18225
LOC652489,Gene 18226
LOC652490,Gene 18227
LOC652491,Gene 18228
LOC652492,Gene 18229
LOC652493,Gene 18230
LOC652495,Gene 18231
LOC652499,Gene 18232
LOC652501,Gene 18233
LOC652505,Gene 18234
LOC652508,Gene 18235
LOC652510,Gene 18236
LOC652512,Gene 18237
LOC652513,Gene 18238
LOC652515,Gene 18239
LOC652517,Gene 18240
LOC652519,Gene 18241
LOC652522,Gene 18242
LOC652523,Gene 18243
LOC652525,Gene 18244
LOC652526,Gene 18245
LOC652529,Gene 18246
LOC652530,Gene 18247
LOC652533,Gene 18248
LOC652534,Gene 18249
LOC652536,Gene 18250
LOC652537,Gene 18251
LOC652540,Gene 18252
LOC652541,Gene 18253
LOC652542,Gene 18254
LOC652543,Gene 18255
LOC652544,Gene 18256
LOC652545,Gene 18257
LOC652547,Gene 18258
LOC652548,Gene 18259
LOC652551,Gene 18260
LOC652552,Gene 18261
LOC652553,Gene 18262
LOC652554,Gene 18263
LOC652557,Gene 18264
LOC652562,Gene 18265
LOC652563,Gene 18266
LOC652565,Gene 18267
LOC652566,Gene 18268
LOC652568,Gene 18269
LOC652570,Gene 18270
LOC652571,Gene 18271
LOC652575,Gene 18272
LOC652577,Gene 18273
LOC652578,Gene 18274
LOC652579,Gene 18275
LOC652582,Gene 18276
LOC652585,Gene 18277
LOC652586,Gene 18278
LOC652587,Gene 18279
LOC652588,Gene 18280
LOC652589,Gene 18281
LOC652593,Gene 18282
LOC652594,Gene 18283
LOC652595,Gene 18284
LOC652597,Gene 18285
LOC652599,Gene 18286
LOC652602,Gene 18287
LOC652605,Gene 18288
LOC652606,Gene 18289
LOC652607,Gene 18290
LOC652608,Gene 18291
LOC652610,Gene 18292
LOC652612,Gene 18293
LOC652614,Gene 18294
LOC652615,Gene 18295
LOC652616,Gene 18296
LOC652618,Gene 18297
LOC652620,Gene 18298
LOC652623,Gene 18299
LOC652624,Gene 18300
LOC652625,Gene 18301
LOC652627,Gene 18302
LOC652628,Gene 18303
LOC652629,Gene 18304
LOC652630,Gene 18305
LOC652633,Gene 18306
LOC652634,Gene 18307
LOC652635,Gene 18308
LOC652637,Gene 18309
LOC652640,Gene 18310
LOC652641,Gene 18311
LOC652644,Gene 18312
LOC652645,Gene 18313
LOC652646,Gene 18314
LOC652647,Gene 18315
LOC652651,Gene 18316
LOC652652,Gene 18317
LOC652655,Gene 18318
LOC652656,Gene 18319
LOC652657,Gene 18320
LOC652659,Gene 18321
LOC652661,Gene 18322
LOC652662,Gene 18323
LOC652663,Gene 18324
LOC652664,Gene 18325
LOC652665,Gene 18326
LOC652667,Gene 18327
LOC652668,Gene 18328
LOC652669,Gene 18329
LOC652670,Gene 18330
LOC652671,Gene 18331
LOC652672,Gene 18332
LOC652673,Gene 18333
LOC652674,Gene 18334
LOC652675,Gene 18335
LOC652676,Gene 18336
LOC652677,Gene 18337
LOC652678,Gene 18338
LOC652679,Gene 18339
LOC652680,Gene 18340
LOC652682,Gene 18341
LOC652683,Gene 18342
LOC652684,Gene 18343
LOC652685,Gene 18344
LOC652687,Gene 18345
LOC652688,Gene 18346
LOC652690,Gene 18347
LOC652692,Gene 18348
LOC652694,Gene 18349
LOC652696,Gene 18350
LOC652697,Gene 18351
LOC652698,Gene 18352
LOC652699,Gene 18353
LOC652701,Gene 18354
LOC652703,Gene 18355
LOC652704,Gene 18356
LOC652707,Gene 18357
LOC652708,Gene 18358
LOC652710,Gene 18359
LOC652712,Gene 18360
LOC652713,Gene 18361
LOC652715,Gene 18362
LOC652721,Gene 18363
LOC652722,Gene 18364
LOC652725,Gene 18365
LOC652726,Gene 18366
LOC652730,Gene 18367
LOC652733,Gene 18368
LOC652734,Gene 18369
LOC652735,Gene 18370
LOC652736,Gene 18371
LOC652737,Gene 18372
LOC652740,Gene 18373
LOC652741,Gene 18374
LOC652742,Gene 18375
LOC652743,Gene 18376
LOC652745,Gene 18377
LOC652747,Gene 18378
LOC652750,Gene 18379
LOC652751,Gene 18380
LOC652753,Gene 18381
LOC652755,Gene 18382
LOC652757,Gene 18383
LOC652759,Gene 18384
LOC652760,Gene 18385
LOC652761,Gene 18386
LOC652762,Gene 18387
LOC652763,Gene 18388
LOC652764,Gene 18389
LOC652765,Gene 18390
LOC652767,Gene 18391
LOC652768,Gene 18392
LOC652769,Gene 18393
LOC652771,Gene 18394
LOC652773,Gene 18395
LOC652774,Gene 18396
LOC652775,Gene 18397
LOC652776,Gene 18398
LOC652777,Gene 18399
LOC652779,Gene 18400
LOC652781,Gene 18401
LOC652783,Gene 18402
LOC652784,Gene 18403
LOC652786,Gene 18404
LOC652787,Gene 18405
LOC652789,Gene 18406
LOC652790,Gene 18407
LOC652792,Gene 18408
LOC652793,Gene 18409
LOC652794,Gene 18410
LOC652796,Gene 18411
LOC652797,Gene 18412
LOC652798,Gene 18413
LOC652799,Gene 18414
LOC652800,Gene 18415
LOC652801,Gene 18416
LOC652802,Gene 18417
LOC652803,Gene 18418
LOC652804,Gene 18419
LOC652805,Gene 18420
LOC652806,Gene 18421
LOC652808,Gene 18422
LOC652809,Gene 18423
LOC652811,Gene 18424
LOC652813,Gene 18425
LOC652814,Gene 18426
LOC652815,Gene 18427
LOC652816,Gene 18428
LOC652819,Gene 18429
LOC652821,Gene 18430
LOC652825,Gene 18431
LOC652826,Gene 18432
LOC652828,Gene 18433
LOC652831,Gene 18434
LOC652833,Gene 18435
LOC652834,Gene 18436
LOC652837,Gene 18437
LOC652838,Gene 18438
LOC652839,Gene 18439
LOC652840,Gene 18440
LOC652842,Gene 18441
LOC652843,Gene 18442
LOC652844,Gene 18443
LOC652845,Gene 18444
LOC652846,Gene 18445
LOC652848,Gene 18446
LOC652849,Gene 18447
LOC652850,Gene 18448
LOC652854,Gene 18449
LOC652856,Gene 18450
LOC652857,Gene 18451
LOC652859,Gene 18452
LOC652860,Gene 18453
LOC652864,Gene 18454
