SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
GGT2,35.0952132728,37.8572323,35.0952132728,31.3472706083,42.5332811299,41.5651189871,42.5332811299,26.4968752231
GGT5,28.1461658466,23.9201541911,28.1461658466,25.315745642,23.1535917799,20.4458459025,23.1535917799,24.5862121791
GGT6,14.5197336069,17.2632733366,14.5197336069,15.8688723308,17.3691954097,43.1240008942,17.3691954097,19.5558410947
GGT7,24.1372558612,27.0160761536,24.1372558612,27.7069821975,28.2907649921,24.5575902768,28.2907649921,27.2343530112
GGTA1,21.5809518064,17.6697631849,21.5809518064,18.3507280562,16.1305359372,13.6642631814,16.1305359372,17.02090658
GGTLC1,38.0977254427,36.4047361628,38.0977254427,39.7995064691,67.5871056352,47.6087774483,67.5871056352,37.445991029
GGTLC2,19.8018383092,21.5236246654,19.8018383092,18.5797302487,18.0432984052,18.3949019957,18.0432984052,17.4253080194
GH1,12.5954303942,12.067116735,12.5954303942,13.3391632909,12.3461731739,12.1274380047,12.3461731739,13.1018618403
GH2,14.3527331449,12.3876496577,14.3527331449,13.914123007,13.6300746088,14.8749963208,13.6300746088,11.6823258072
GHDC,22.2264085347,25.4337800167,22.2264085347,23.3858285158,25.080779365,24.7681498265,25.080779365,20.1563873825
GHITM,1558.50607775,1829.46104436,1558.50607775,1844.95190194,1610.39067064,1785.38217122,1610.39067064,1649.90863315
GHR,23.3527950145,38.0940473495,23.3527950145,37.2807500115,25.1033757338,22.7242947561,25.1033757338,16.2775999963
GHRH,18.7526865084,18.7538292382,18.7526865084,19.7523319459,16.8049304112,19.0648635841,16.8049304112,16.2897051635
GHRHR,20.9155569977,20.8099977679,20.9155569977,21.1483629505,20.3178840454,20.9155569977,20.3178840454,22.4671372819
GHRL,23.1369189502,20.6601397822,23.1369189502,19.0026394073,19.2194098865,22.2515705091,19.2194098865,22.6723978024
GHRLOS,18.6431195542,17.3355438292,18.6431195542,18.8005274647,18.3206170966,18.3660922852,18.3206170966,17.0105018796
GHSR,20.058179648,19.5838961395,20.058179648,18.0621149613,21.3195436188,19.4495864093,21.3195436188,19.5816033249
GIF,29.4160918773,29.1158772143,29.4160918773,29.7768501924,28.5128659521,27.1791677169,28.5128659521,30.2846359412
GIGYF1,27.9680714616,25.0038173995,27.9680714616,28.6010090096,33.9160054165,30.6837476435,33.9160054165,33.2670548864
GIGYF2,76.2059114346,72.7917071406,76.2059114346,79.2922963073,72.5231567213,75.6859120474,72.5231567213,93.7092050918
GIMAP1,14.2229447886,15.3072456484,14.2229447886,14.8005129199,15.4202708198,15.4750080737,15.4202708198,15.0915889179
GIMAP2,21.1092795728,21.8844440304,21.1092795728,16.097021514,22.8536521706,17.1432852407,22.8536521706,15.5447017224
GIMAP4,14.0730278598,16.8615536406,14.0730278598,15.983154936,15.774254875,16.7175198175,15.774254875,18.0635098837
GIMAP5,23.9624062531,24.2596693851,23.9624062531,24.7914804417,27.6069155231,26.530484857,27.6069155231,25.6351129175
GIMAP6,14.2871720159,14.9763272402,14.2871720159,15.5023231811,14.5432050626,14.4351315803,14.5432050626,15.5172070453
GIMAP7,12.5555831585,11.5098599149,12.5555831585,16.2324861507,12.3264352415,12.3627882692,12.3264352415,15.3775837189
GIMAP8,13.9023809435,13.6520287626,13.9023809435,12.5773255154,12.9971042444,13.9862907179,12.9971042444,12.8680226698
GIN1,146.482313859,149.895531669,146.482313859,156.419852208,139.793312771,135.669135063,139.793312771,102.08468833
GINS1,254.061241974,302.437358593,254.061241974,156.994857085,143.639662997,135.734146051,143.639662997,73.459646862
GINS2,41.975068663,39.5979538553,41.975068663,33.4702602914,30.0578636546,28.0599286821,30.0578636546,29.2759035087
GINS3,63.8595608019,76.6236898798,63.8595608019,54.8352638083,49.085994543,56.6563022622,49.085994543,42.1247346876
GINS4,23.3985343909,24.2169932413,23.3985343909,22.2679180038,21.1916225141,19.6844802159,21.1916225141,17.5033725848
GIP,16.7199718915,17.7020459295,16.7199718915,16.7687400101,17.1595800428,18.4577967019,17.1595800428,17.4499967998
GIPC1,438.892899746,341.761731712,438.892899746,329.061484142,450.976135128,406.641703862,450.976135128,442.016531436
GIPC2,13.3992847356,13.9493461558,13.3992847356,15.8737708429,14.0060661632,15.017864933,14.0060661632,14.5738613609
GIPC3,22.5619990295,19.611549824,22.5619990295,21.4151322261,22.3875773892,20.1563873825,22.3875773892,22.5795436324
GIPR,17.4802812039,17.093453532,17.4802812039,16.6604871156,17.8528394658,19.0276652954,17.8528394658,17.8289537039
GIT1,61.2693363098,70.4530484947,61.2693363098,60.0440984096,58.2810663874,49.5890154668,58.2810663874,72.638378384
GIT2,43.3340921636,40.7071019924,43.3340921636,42.5726744202,39.231835208,39.0631895591,39.231835208,44.6018149286
GIYD1 ,137.342365559,181.242531887,137.342365559,152.372693823,184.260716012,199.545409427,184.260716012,171.608381288
GJA1,2780.06738829,3491.85974871,2780.06738829,3068.52067312,3721.88096287,3639.11280175,3721.88096287,2334.75524558
GJA10,17.6642719713,17.1702601041,17.6642719713,17.6508026044,16.3278748352,17.6774626373,16.3278748352,17.7219896998
GJA3,18.5581765212,19.7854895441,18.5581765212,20.7328730618,17.2571810964,22.5741386261,17.2571810964,22.2625342133
GJA4,19.4940594694,20.5526129345,19.4940594694,19.4969303697,21.0033067199,19.8077406448,21.0033067199,22.9419848224
GJA5,143.566903005,74.8777618324,143.566903005,49.6316089812,106.489307356,50.5926324476,106.489307356,37.2668208674
GJA8,13.4414019742,14.2998333897,13.4414019742,12.6485338631,15.9428155989,13.7114172291,15.9428155989,19.3740971467
GJA9,24.0925478189,24.3325131918,24.0925478189,21.669699789,21.1378702045,23.9241193531,21.1378702045,25.4199767783
GJB1,26.5892476295,24.6251930327,26.5892476295,23.3445702913,26.5867926095,22.5244406465,26.5867926095,36.8177962017
GJB2,3589.79254176,3423.9529887,3589.79254176,1596.95292449,4226.67321059,4558.28159905,4226.67321059,2831.43651537
GJB3,210.174458544,193.188605308,210.174458544,179.702751384,204.561453211,225.444447358,204.561453211,363.41434518
GJB4,18.4098966277,18.3016059257,18.4098966277,16.3742879934,21.4154759461,19.8847798038,21.4154759461,17.3670046534
GJB5,528.718240655,545.361718719,528.718240655,491.916826037,482.658801798,739.395495505,482.658801798,763.213109749
GJB6,533.729302308,536.636216648,533.729302308,146.194954334,947.763520716,1320.82703839,947.763520716,259.312315214
GJC1,69.8165297468,53.9002183144,69.8165297468,54.9388225074,47.064922862,37.6169732759,47.064922862,85.4811866447
GJC2,22.7284958726,20.2102484808,22.7284958726,21.5728747521,24.291019108,23.6147029282,24.291019108,27.0889486061
GJD2,25.7809104182,21.4126000601,25.7809104182,27.858724681,24.7812522135,27.1120073456,24.7812522135,24.9769520792
GJD3,17.5033725848,19.8775007903,17.5033725848,19.8137882509,16.2296327515,17.7082583368,16.2296327515,16.1469718156
GJD4,13.9570887864,18.1276837404,13.9570887864,13.1846031753,14.1292722708,15.3323860372,14.1292722708,13.0500979051
GK,19.4037168411,26.3537444809,19.4037168411,40.6306198842,19.1834088523,29.7556004492,19.1834088523,162.68870661
