SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
IPCEF1,13.5417515739,15.9294190531,13.5417515739,14.6977761103,16.4171028795,18.8290087467,16.4171028795,16.9567220903
IPMK,38.2525942337,33.9043396038,38.2525942337,27.8099575846,34.2070310582,39.7011283449,34.2070310582,35.5466544585
IPO11,103.40327595,88.5615933804,103.40327595,95.5213507587,94.5269582598,75.9554046045,94.5269582598,81.0069148946
IPO11 ,17.3441963143,13.5690598149,17.3441963143,13.6375675212,13.0893147875,14.7341918773,13.0893147875,12.6304729698
IPO13,99.3979704536,85.857473088,99.3979704536,95.7799932231,125.864205904,100.471734431,125.864205904,96.8952009714
IPO4,103.708438801,91.3461791982,103.708438801,81.7967218339,60.2769855599,47.0311435374,60.2769855599,50.8517401917
IPO5,387.545958042,362.415514461,387.545958042,364.930067095,344.202688851,299.760151153,344.202688851,292.344939621
IPO7,886.164256132,819.982042231,886.164256132,861.206007692,850.927719066,747.723565728,850.927719066,797.156000329
IPO8,153.077940162,111.88654785,153.077940162,111.629673735,100.912599495,97.4918731943,100.912599495,104.305437132
IPO9,70.3426851786,61.8268241867,70.3426851786,69.1600293788,64.2761575021,55.4871850173,64.2761575021,53.173597217
IPP,45.9301124117,39.8329952241,45.9301124117,37.4923039264,48.1985394193,42.9964860429,48.1985394193,44.2195444308
IPPK,83.0809756685,85.9289686692,83.0809756685,106.828970642,101.069532504,88.6414336006,101.069532504,94.7902120324
IPW,133.146867525,147.239933421,133.146867525,165.793993614,115.643819102,161.252416053,115.643819102,167.8697527
IQCA1,20.5993196204,19.6079058816,20.5993196204,18.8266043858,22.0067992439,19.6010299548,22.0067992439,19.3129150774
IQCB1,114.807222551,140.730414574,114.807222551,126.931227291,125.403591151,137.981367347,125.403591151,134.106256233
IQCC,18.7526865084,19.6449183505,18.7526865084,18.9351608176,17.3594405177,16.3428574704,17.3594405177,17.8739175572
IQCD,13.0300800188,12.8183097361,13.0300800188,12.4407794711,14.400066474,14.8317003894,14.400066474,13.7908055722
IQCE,21.6935947989,22.8779555911,21.6935947989,21.4537578693,23.1080564278,24.0265458523,23.1080564278,26.7651356842
IQCF1,18.8310326858,20.4419563975,18.8310326858,17.4470414221,19.7975926749,18.1830766471,19.7975926749,18.5052628498
IQCF2,13.4163314658,13.9764560917,13.4163314658,13.5761376713,12.0399262347,13.5131495956,12.0399262347,14.130140753
IQCF3,14.5805139375,16.8038969057,14.5805139375,16.5452057333,17.0046306707,16.4345911314,17.0046306707,14.9054702156
IQCF5,19.9018960134,19.4844831345,19.9018960134,17.9320698725,21.3276836229,21.0370695754,21.3276836229,18.4141671236
IQCF6,11.2674627816,11.9847142781,11.2674627816,13.4051769449,12.0399262347,12.0332250983,12.0399262347,12.0235321463
IQCG,21.5757662912,21.6089839355,21.5757662912,19.1066654682,21.2795009076,20.8887253316,21.2795009076,19.5311384178
IQCH,13.8611576261,14.6047472379,13.8611576261,13.8876358642,14.6548215283,15.2868304287,14.6548215283,14.2152964426
IQCK,43.6918148708,42.3023594906,43.6918148708,44.6652409672,42.0619251619,43.1101245944,42.0619251619,40.9040331863
IQGAP1,1602.78645722,1446.45699986,1602.78645722,1523.71319697,1515.25158787,1379.39999149,1515.25158787,1335.80141917
IQGAP2,12.202104567,10.9119630658,12.202104567,12.9808975189,11.8947823924,11.8920487376,11.8947823924,11.2984808357
IQGAP3,21.7636812661,22.4822125667,21.7636812661,21.714276492,18.61154784,18.2666787114,18.61154784,17.2189468724
IQSEC1,53.5368762361,55.2872755242,53.5368762361,49.2469853132,56.558730246,51.4742627739,56.558730246,57.0081965575
IQSEC2,34.953373307,38.6250481684,34.953373307,36.5504256843,34.4755850787,34.9046821488,34.4755850787,37.8496097767
IQSEC3,16.9894853084,17.9815842479,16.9894853084,18.6460604767,19.7320760688,18.7169879893,19.7320760688,17.4902478468
IQUB,17.5741404334,18.9131654509,17.5741404334,17.983023799,20.6892027027,19.4640405042,20.6892027027,19.8077406448
IRAK1,331.486562138,304.669427886,331.486562138,292.809438674,313.286707095,329.912968726,313.286707095,298.606163812
IRAK1BP1,78.7516746018,79.3345083961,78.7516746018,69.9342537993,117.962202736,107.949994327,117.962202736,96.4123160481
IRAK2,22.3655693466,22.2495694243,22.3655693466,24.0704145993,21.9676504456,23.0647871909,21.9676504456,25.2650048349
IRAK3,15.2610155519,13.9112568552,15.2610155519,13.8870518078,14.2146120271,13.7938855136,14.2146120271,13.7841864588
IRAK4,32.0260615345,29.1426108416,32.0260615345,31.8859441068,38.209976534,41.4327391361,38.209976534,40.3082186597
IREB2,105.048296468,92.9298786159,105.048296468,85.857473088,84.2059525179,83.6324579535,84.2059525179,82.6941916865
IRF1,44.3084396726,55.993174226,44.3084396726,48.2669508646,39.0162398265,55.7695040321,39.0162398265,54.506037081
IRF2,137.869618148,170.324014757,137.869618148,123.650496404,138.126636828,183.769464725,138.126636828,168.57420618
IRF2BP1,30.5495658269,26.4437998515,30.5495658269,29.0413775702,28.6169826773,28.2640275512,28.6169826773,27.7465153692
IRF2BP2,338.801064029,393.513378201,338.801064029,394.935246413,389.258441404,384.366448048,389.258441404,413.744119265
IRF3,171.72233622,154.685226954,171.72233622,163.200131978,136.02126204,142.183553303,136.02126204,141.003103207
IRF4,20.0437458319,20.4458459025,20.0437458319,19.9646173914,20.0306532286,19.2540042974,20.0306532286,21.7636812661
IRF5,31.4069174299,32.8790289298,31.4069174299,37.0810966089,33.5506848783,29.8080130867,33.5506848783,33.6337171118
IRF6,1215.54761521,1291.89164008,1215.54761521,1360.78652457,1785.38217122,1472.85234899,1785.38217122,1447.98171362
IRF7,73.720982143,94.2874695173,73.720982143,103.759474459,66.2798355583,98.8159323691,66.2798355583,92.2791009156
IRF8,29.2759035087,21.8907211,29.2759035087,23.939049731,23.7763462878,21.90033908,23.7763462878,25.8947169762
IRF9,964.31204232,1121.16304281,964.31204232,990.572146277,1154.62293713,1236.34861063,1154.62293713,1163.30994372
IRG1,15.9757233397,15.0473067431,15.9757233397,15.8914537982,13.4677178852,13.2101088814,13.4677178852,14.9403186302
IRGC,14.3453700207,12.1602485754,14.3453700207,13.9226393101,12.527507381,12.6128629798,12.527507381,13.8507240463
IRGM,10.4763742393,10.3957346361,10.4763742393,10.3156577408,10.7784282963,10.1953454901,10.7784282963,9.58475080845
IRGQ,60.6263635976,55.5507427446,60.6263635976,58.2957946197,54.1438084634,52.0341941851,54.1438084634,53.9516524292
IRS1,176.605448929,94.3980304361,176.605448929,101.286934496,206.389900837,82.1863546004,206.389900837,82.6544548546
IRS2,266.49381406,211.84774963,266.49381406,181.150709927,357.757227678,296.629268095,357.757227678,284.810409595
IRS4,12.9499395724,13.8247837817,12.9499395724,13.6984258897,13.249925668,14.7627996333,13.249925668,14.2072203884
IRX1,62.253620961,44.8370635075,62.253620961,44.3711470677,69.1720841109,52.0052397362,69.1720841109,50.1801497923
IRX2,73.3488686062,71.1737465753,73.3488686062,74.2702117058,104.158162637,77.8268399897,104.158162637,66.1666552448
IRX3,377.908564501,441.428676223,377.908564501,364.369619637,442.425834669,479.547739872,442.425834669,405.537689863
IRX4,351.619845025,441.250441103,351.619845025,484.837849687,393.513378201,434.183469646,393.513378201,465.533464267
IRX5,107.216854345,125.702696779,107.216854345,105.174183403,125.644846972,111.015913287,125.644846972,96.5194630571
ISCA1,409.278050878,413.61728218,409.278050878,406.827597421,373.946096129,332.936569098,373.946096129,346.273297631
ISCA2,432.64657996,395.213869406,432.64657996,446.691285521,492.553348001,434.473770532,492.553348001,435.334319616
ISCU,1614.81773018,1335.80141917,1614.81773018,1536.04977726,1695.5666016,1406.77299424,1695.5666016,1477.30779371
ISG15,2351.03942619,2619.16158518,2351.03942619,1996.3447658,1649.90863315,2243.22450457,1649.90863315,1667.351916
ISG20,214.948216357,144.146595698,214.948216357,116.693334995,134.245941659,183.652168063,134.245941659,164.192313408
ISG20L2,106.373503409,102.378453937,106.373503409,100.912599495,93.9925029637,90.459770391,93.9925029637,91.9675637286
ISL1,125.702696779,96.9260168735,125.702696779,94.2602471094,128.716662601,89.1304351652,128.716662601,81.9328447975
ISL2,13.8898256923,15.7026582678,13.8898256923,18.9013246735,16.1674069755,13.9069303388,16.1674069755,17.0201732586
ISLR,19.6477529904,18.3220775201,19.6477529904,21.3009032522,19.2806263054,19.9452781925,19.2806263054,18.3666395398
ISLR2,20.2911396424,17.4293954334,20.2911396424,18.2482069959,20.4039520061,18.0551532719,20.4039520061,18.2041643408
ISM1,20.1949178541,19.303598301,20.1949178541,16.3084739324,16.128041031,14.5634504523,16.128041031,15.4113528535
ISM2,26.6212199255,19.1362250389,26.6212199255,24.0987230372,23.1147144205,22.8858351291,23.1147144205,30.32847117
ISOC1,353.983102363,376.439576997,353.983102363,356.419822512,382.495846266,396.952155301,382.495846266,390.026092136
ISOC2,192.971269579,156.385054708,192.971269579,105.114341091,106.09975954,97.8799531791,106.09975954,85.652170015
ISX,13.4960858632,14.540514127,13.4960858632,12.1492611485,13.9680121271,14.6398883788,13.9680121271,11.9656645376
ISY1,154.130775506,159.086370433,154.130775506,154.170871289,172.452752905,151.423917919,172.452752905,151.077105049
ISYNA1,18.1548255726,16.6576008253,18.1548255726,18.3742276812,17.6668950285,20.4640592074,17.6668950285,16.720851209
ITCH,144.033226454,164.021507178,144.033226454,194.826327987,110.076649278,169.230661195,110.076649278,203.277274104
ITFG1,164.94678912,186.614853265,164.94678912,182.639061906,227.388379438,217.258729314,227.388379438,208.111105931
ITFG2,37.1943918741,40.4881887504,37.1943918741,41.4932980665,32.5661873734,29.1413652933,32.5661873734,34.3536918483
ITFG3,51.7862837391,56.8918274207,51.7862837391,51.3428211228,68.783601877,83.4736022899,68.783601877,63.0116993649
ITGA10,28.0458854451,29.0148623995,28.0458854451,28.4980298634,31.3109652098,30.9401699228,31.3109652098,29.5856974656
ITGA11,16.0969860522,16.926058861,16.0969860522,16.4304086967,16.6217457817,16.5111229685,16.6217457817,16.7520589168
ITGA2,1237.21861116,1246.65591265,1237.21861116,1312.10148717,1029.12922655,1231.87365385,1029.12922655,1367.75008384
ITGA2B,17.7402403697,18.0681504464,17.7402403697,18.2695846477,17.5592929774,16.3545342637,17.5592929774,17.7159302897
ITGA3,159.968286509,127.893987534,159.968286509,122.894970027,146.360347681,195.712920333,146.360347681,204.0549923
ITGA4,35.32500319,78.9036438087,35.32500319,57.210250095,21.8052780861,49.2890481787,21.8052780861,39.148746626
ITGA5,42.7149932381,59.0855600162,42.7149932381,65.7691528671,44.668892156,100.752875023,44.668892156,104.528903392
ITGA6,3283.64456684,2204.11495073,3283.64456684,2267.0174528,2885.39883724,2320.65943594,2885.39883724,2048.31178416
ITGA7,21.9393255631,21.4386359796,21.9393255631,21.2451142028,20.9907074085,19.039675044,20.9907074085,21.3115825905
ITGA8,14.7125283216,14.734739673,14.7125283216,15.8570033411,14.7506491033,16.0329197388,14.7506491033,15.7502258574
ITGA9,13.5480106368,14.3315622069,13.5480106368,13.4965110557,14.7786601026,13.679043519,14.7786601026,13.0521869849
ITGAD,24.2471584249,22.3332884951,24.2471584249,24.4261197037,28.0343421183,23.0814741399,28.0343421183,25.269188698
ITGAE,706.000393554,814.580249205,706.000393554,863.467103301,767.611549743,658.143734776,767.611549743,617.504848567
ITGAL,23.5524785973,22.2625342133,23.5524785973,23.3923829355,20.5018364729,21.3435848112,20.5018364729,23.2788882993
ITGAM,19.3790598285,19.8789466566,19.3790598285,19.8002290196,20.1545703436,21.8933781864,20.1545703436,19.8424072955
ITGAV,2575.30002139,2976.01541352,2575.30002139,2831.43651537,2849.9680608,3423.9529887,2849.9680608,3382.34620893
ITGAX,14.4478052049,15.3380802223,14.4478052049,13.0635092403,14.9609846913,12.4924349477,14.9609846913,14.5217309576
ITGB1,137.533014579,131.553157199,137.533014579,137.492017631,131.368542313,130.754030685,131.368542313,126.90175119
ITGB1BP1,102.537356792,107.828359203,102.537356792,101.499700491,102.378453937,93.9323909316,102.378453937,91.4053591618
ITGB1BP2,17.9265527799,17.2144692646,17.9265527799,17.5472802093,18.9512374552,15.908722011,18.9512374552,19.9235454788
ITGB1BP3,17.3744501498,24.2523046321,17.3744501498,25.0995028956,21.3910750477,24.9799291034,21.3910750477,18.3394400241
ITGB2,18.8005274647,16.9577338812,18.8005274647,17.9777456428,16.9296348337,17.5698526473,16.9296348337,16.8093380818
ITGB3,17.2043963344,16.5742690134,17.2043963344,17.7212143815,17.2261833807,16.8350292146,17.2261833807,17.826974672
ITGB3BP,351.210159966,334.103353905,351.210159966,296.52325209,329.789514147,259.692874351,329.789514147,258.149321625
ITGB4,154.078815324,143.537929768,154.078815324,144.919946397,100.471734431,144.843380988,100.471734431,194.650961389
ITGB5,222.236395196,196.305527773,222.236395196,182.420220912,211.373791468,201.509570293,211.373791468,193.916104231
ITGB6,655.006111652,941.165319563,655.006111652,977.692126857,405.756061266,854.401660427,405.756061266,847.154179879
ITGB7,26.7228109765,24.370805355,26.7228109765,29.3258395204,26.4897002784,32.768256061,26.4897002784,30.7171768623
ITGB8,99.8382647449,132.440887085,99.8382647449,105.513265619,111.140361905,166.834563455,111.140361905,163.269681105
ITGBL1,14.5217309576,17.532565529,14.5217309576,16.8927696431,15.1839247782,14.6835096064,15.1839247782,15.0276153689
ITIH1,20.9227981952,16.8134274219,20.9227981952,23.4898261842,19.7646903732,19.9452781925,19.7646903732,21.4693658655
ITIH2,17.5285326713,18.0301012889,17.5285326713,19.4110195161,21.553871792,19.4484905034,21.553871792,19.6285488065
ITIH3,14.1868472321,15.5004815819,14.1868472321,13.4051769449,15.7112604612,14.3779016903,15.7112604612,15.9657858948
ITIH4,16.5169413717,17.1528299937,16.5169413717,15.3919231329,16.6971412457,16.1452838701,16.6971412457,16.3044183558
ITIH5,17.6712472057,16.4442332828,17.6712472057,17.3133476308,15.5507730964,16.6693089726,15.5507730964,17.9652782266
ITIH5L,19.5755676593,21.5350268765,19.5755676593,20.2382453475,18.8580485784,19.7149994604,18.8580485784,17.4147799223
ITK,15.8390163439,21.3692640329,15.8390163439,18.066028268,19.6368675621,20.3750659386,19.6368675621,25.6383352298
ITLN1,20.4454471666,21.4879120363,20.4454471666,23.0934506983,17.4154721912,19.9402656266,17.4154721912,20.0364731607
ITM2A,254.299256787,230.777701833,254.299256787,221.28037071,409.278050878,285.889367269,409.278050878,240.400221944
ITM2B,2643.54538577,2555.63956424,2643.54538577,2476.8636504,3156.68079503,2949.50018976,3156.68079503,2877.26953976
ITM2C,162.788952345,198.475577035,162.788952345,176.283863117,256.747185086,169.342259729,256.747185086,170.257350242
ITPA,676.080323485,723.135234971,676.080323485,710.313565486,611.322106365,551.451525049,611.322106365,558.832532477
ITPK1,69.6881761278,63.1679815525,69.6881761278,68.7573532317,68.7573532317,65.9703531801,68.7573532317,68.7440266457
ITPKA,26.5167542189,21.6531849798,26.5167542189,19.3771513363,22.2050537466,23.7122928441,22.2050537466,24.0625278345
ITPKB,19.729551327,18.4025848387,19.729551327,18.0261403084,18.5725637041,18.3554105672,18.5725637041,18.8714291991
ITPKC,98.5816385343,111.813397631,98.5816385343,130.475682293,99.1032518814,160.13835213,99.1032518814,174.500983907
ITPR1,15.2105978865,14.5525388523,15.2105978865,15.7339916767,15.51208431,15.276325718,15.51208431,15.6899841531
ITPR2,46.6275643765,41.9452055071,46.6275643765,39.3889358974,48.8883666679,40.7881012123,48.8883666679,36.8114094703
ITPR3,94.2602471094,95.5323072385,94.2602471094,110.326989238,112.85325662,111.433972216,112.85325662,115.972604603
ITPRIP,77.2554405032,116.275377524,77.2554405032,110.884324367,108.083355123,135.734146051,108.083355123,139.12905528
ITPRIPL1,16.4150229894,17.584762443,16.4150229894,17.0879068861,18.1725909581,15.6828618961,18.1725909581,14.1907278795
ITPRIPL2,107.646299276,95.4063209301,107.646299276,101.921288285,79.2431607608,83.5564609936,79.2431607608,81.7867595599
ITSN1,65.2888207937,60.2281787791,65.2888207937,63.7539401193,62.5260207462,64.0634537305,62.5260207462,63.9322533957
ITSN2,48.0796220306,49.40514214,48.0796220306,49.7097504984,52.9735005839,57.0361761866,52.9735005839,56.9707589952
IVD,31.2762861731,31.7442377351,31.2762861731,25.3103136111,27.0365971838,27.307643608,27.0365971838,28.840223057
IVL,135.899586295,104.682980736,135.899586295,133.586006805,252.729060928,112.098990957,252.729060928,118.084338303
IVNS1ABP,306.037980738,403.760370126,306.037980738,399.24842887,274.85101005,562.05079408,274.85101005,570.57982682
IWS1,325.934347824,286.598447337,325.934347824,299.114020363,287.857236191,262.565929917,287.857236191,242.543736516
IYD,10.9193658368,10.5594895809,10.9193658368,11.6887167086,10.417988944,10.874764151,10.417988944,11.8882258579
IZUMO1,14.0575831321,13.3374581447,14.0575831321,12.5357069436,15.2594748329,13.6586960888,15.2594748329,13.5555727644
JAG1,646.390653277,584.9319749,646.390653277,580.322841171,517.872002644,691.111569534,517.872002644,617.018101862
JAG2,301.205713112,391.990428209,301.205713112,404.400344467,388.948268588,409.079595039,388.948268588,388.59217381
JAGN1,503.269106314,521.24104661,503.269106314,501.620170533,569.524906255,485.323420857,569.524906255,435.92714909
JAK1,95.4838118684,101.723816798,95.4838118684,115.7066963,112.737314021,107.057880245,112.737314021,104.278228066
JAK2,29.7670648821,24.6800420715,29.7670648821,23.6367668188,28.9533366793,26.760830614,28.9533366793,29.1239686504
JAK3,17.1192386725,16.4536480273,17.1192386725,17.1518628983,18.7025871116,19.4037168411,18.7025871116,18.1819685223
JAKMIP1,20.9660755357,21.5614963419,20.9660755357,18.2783641648,24.0734476888,20.870002609,24.0734476888,24.0428952243
JAKMIP2,12.9445469842,13.6352128943,12.9445469842,14.6123676679,14.1122886105,16.0171364714,14.1122886105,13.4973046148
JAKMIP3,14.3569320466,17.7929471961,14.3569320466,17.2368444888,19.589994959,17.415925979,19.589994959,17.5290728461
JAM2,18.3957457445,17.0780529002,18.3957457445,17.5845876329,17.1173890869,17.5058426539,17.1173890869,18.4438197947
JAM3,82.8933658269,82.3304709731,82.8933658269,70.8721046634,82.3166270429,77.532847092,82.3166270429,70.4143388272
Jan-00,68.3634169791,68.5714832041,68.3634169791,71.2811286241,67.9770882489,71.2280845865,67.9770882489,71.2811286241
JARID2,144.524049883,185.337864351,144.524049883,188.731240362,152.659794643,194.650961389,152.659794643,204.123789653
JAZF1,79.732272361,93.2519853423,79.732272361,83.2808765413,106.450377067,115.108689672,106.450377067,129.40449304
JDP2,53.4772519178,48.6944423983,53.4772519178,56.2719504972,63.7057110177,60.8041049319,63.7057110177,57.3737593347
JHDM1D,36.8668418775,39.3803861522,36.8668418775,44.9597776623,54.8291253286,55.2156557424,54.8291253286,53.7878343458
JKAMP,331.095805238,339.408793558,331.095805238,351.379278902,310.654523083,316.335969803,310.654523083,369.970898283
JMJD1C,103.078369934,89.2778246887,103.078369934,97.856456332,107.828359203,93.4538513442,107.828359203,93.3557973464
JMJD4,36.3959034825,34.7887749948,36.3959034825,30.6950656868,27.4373749427,28.6010090096,27.4373749427,31.6157510373
JMJD5,17.9777456428,18.9952284457,17.9777456428,17.1908258889,16.9557103598,16.7468807473,16.9557103598,17.1223910089
JMJD6,65.3691236043,65.992556297,65.3691236043,65.5670104611,53.8515822351,61.2007415943,53.8515822351,58.2673706122
JMJD7 ,44.7533838007,38.4039166438,44.7533838007,34.4965762735,67.7060329527,59.9629390312,67.7060329527,71.94412279
JMJD7-PLA2G4B ,47.3216940688,39.2533114645,47.3216940688,44.7374782478,66.2389221251,48.0604330077,66.2389221251,48.7438278512
JMJD8,64.3129566808,74.7230673583,64.3129566808,90.8014254098,81.9776756104,95.9366652897,81.9776756104,88.8408957658
